2026/03/14 05:16:18 [error] 200#200: *17 open() "/var/www/html/wp-admin/setup-config.php" failed (2: No such file or directory), client: 104.23.221.86, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/setup-config.php HTTP/1.1", host: "ai-electutor.com"
2026/03/14 05:37:31 [error] 255#255: *539 open() "/var/www/html/cache/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:31 [error] 255#255: *539 open() "/var/www/html/cache/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:32 [error] 255#255: *539 open() "/var/www/html/cache/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:32 [error] 255#255: *539 open() "/var/www/html/cache/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:32 [error] 255#255: *539 open() "/var/www/html/cache/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:32 [error] 255#255: *539 open() "/var/www/html/tmp/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:33 [error] 255#255: *539 open() "/var/www/html/tmp/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:33 [error] 255#255: *539 open() "/var/www/html/tmp/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:33 [error] 255#255: *539 open() "/var/www/html/tmp/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:33 [error] 255#255: *539 open() "/var/www/html/tmp/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:34 [error] 255#255: *539 open() "/var/www/html/tmp/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:34 [error] 255#255: *539 open() "/var/www/html/tmp/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /tmp/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:34 [error] 255#255: *539 open() "/var/www/html/backup/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:35 [error] 255#255: *539 open() "/var/www/html/backup/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:35 [error] 255#255: *539 open() "/var/www/html/backup/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:35 [error] 255#255: *539 open() "/var/www/html/backup/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:35 [error] 255#255: *539 open() "/var/www/html/backup/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:36 [error] 255#255: *539 open() "/var/www/html/backup/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:36 [error] 255#255: *539 open() "/var/www/html/backup/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backup/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:36 [error] 255#255: *539 open() "/var/www/html/backups/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:37 [error] 255#255: *539 open() "/var/www/html/backups/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:37 [error] 255#255: *539 open() "/var/www/html/backups/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:37 [error] 255#255: *539 open() "/var/www/html/backups/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:37 [error] 255#255: *539 open() "/var/www/html/backups/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:38 [error] 255#255: *539 open() "/var/www/html/backups/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:38 [error] 255#255: *539 open() "/var/www/html/backups/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backups/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:38 [error] 255#255: *539 open() "/var/www/html/monitoring/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:39 [error] 255#255: *539 open() "/var/www/html/monitoring/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:39 [error] 255#255: *539 open() "/var/www/html/monitoring/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:39 [error] 255#255: *539 open() "/var/www/html/monitoring/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:39 [error] 255#255: *539 open() "/var/www/html/monitoring/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:40 [error] 255#255: *539 open() "/var/www/html/monitoring/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:40 [error] 255#255: *539 open() "/var/www/html/monitoring/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /monitoring/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:40 [error] 255#255: *539 open() "/var/www/html/logs/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:41 [error] 255#255: *539 open() "/var/www/html/logs/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:41 [error] 255#255: *539 open() "/var/www/html/logs/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:41 [error] 255#255: *539 open() "/var/www/html/logs/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:41 [error] 255#255: *539 open() "/var/www/html/logs/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:42 [error] 255#255: *539 open() "/var/www/html/logs/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:42 [error] 255#255: *539 open() "/var/www/html/logs/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /logs/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:42 [error] 255#255: *539 open() "/var/www/html/%2f%2eenv" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252f%252eenv HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:42 [error] 255#255: *539 open() "/var/www/html/%2f%2egit%2fconfig" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252f%252egit%252fconfig HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:43 [error] 255#255: *539 open() "/var/www/html/%2f%2eenv%2esave" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252f%252eenv%252esave HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:43 [error] 255#255: *539 open() "/var/www/html/%2fbackend%2f%2eenv" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252fbackend%252f%252eenv HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:43 [error] 255#255: *539 open() "/var/www/html/%2f%2eaws%2fcredentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252f%252eaws%252fcredentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:44 [error] 255#255: *539 open() "/var/www/html/%2fcareers_not_hosted" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252fcareers_not_hosted HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:44 [error] 255#255: *539 open() "/var/www/html/%2faws-codecommit%2f" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252faws-codecommit%252f HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:44 [error] 255#255: *539 open() "/var/www/html/%2fhome%2fadmin%2f%2eaws%2fcredentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%252fhome%252fadmin%252f%252eaws%252fcredentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:44 [error] 255#255: *539 open() "/var/www/html/.env" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:45 [error] 255#255: *539 open() "/var/www/html/.env.local" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.env.local HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:45 [error] 255#255: *539 open() "/var/www/html/.env.$APP_ENV" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.env.$APP_ENV HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:45 [error] 255#255: *539 open() "/var/www/html/.env.$APP_ENV.local" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.env.$APP_ENV.local HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:46 [error] 255#255: *539 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:46 [error] 255#255: *539 open() "/var/www/html/.env.save" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.env.save HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:46 [error] 255#255: *539 open() "/var/www/html/backend/.env" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /backend/.env HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:46 [error] 255#255: *539 open() "/var/www/html/.aws/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.aws/credentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:47 [error] 255#255: *539 open() "/var/www/html/careers_not_hosted" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /careers_not_hosted HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:47 [error] 255#255: *539 "/var/www/html/aws-codecommit/index.html" is not found (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /aws-codecommit/ HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:47 [error] 255#255: *539 open() "/var/www/html/home/admin/.aws/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /home/admin/.aws/credentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:48 [error] 255#255: *539 open() "/var/www/html/.env" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%2eenv HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:48 [error] 255#255: *539 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%2egit/%63onfig HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:48 [error] 255#255: *539 open() "/var/www/html/.env.save" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%2eenv.save HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:48 [error] 255#255: *539 open() "/var/www/html/backend/.env" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%62ackend/%2eenv HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:49 [error] 255#255: *539 open() "/var/www/html/.aws/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%2eaws/%63redentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:49 [error] 255#255: *539 open() "/var/www/html/careers_not_hosted" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%63areers_not_hosted HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:49 [error] 255#255: *539 "/var/www/html/aws-codecommit/index.html" is not found (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%61ws-codecommit/ HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:50 [error] 255#255: *539 open() "/var/www/html/home/admin/.aws/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /%68ome/%61dmin/%2eaws/%63redentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:59 [error] 255#255: *2232 open() "/var/www/html/..\..\..\..\..\..\var/log/apache2/access.log" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /..%5c..%5c..%5c..%5c..%5c..%5cvar/log/apache2/access.log HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:01 [error] 255#255: *2236 open() "/var/www/html/api/upwload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/upwload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:02 [error] 255#255: *2237 open() "/var/www/html/api/uploads" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/uploads HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:02 [error] 255#255: *2238 open() "/var/www/html/api/files/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/files/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:03 [error] 255#255: *2239 open() "/var/www/html/api/v1/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/v1/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:03 [error] 255#255: *2240 open() "/var/www/html/api/v1/files" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/v1/files HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:04 [error] 255#255: *2241 open() "/var/www/html/api/v1/media" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/v1/media HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:05 [error] 255#255: *2242 open() "/var/www/html/uploads" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /uploads HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:05 [error] 255#255: *2243 open() "/var/www/html/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:06 [error] 255#255: *2244 open() "/var/www/html/files/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /files/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:06 [error] 255#255: *2245 open() "/var/www/html/api/users/avatar" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/users/avatar HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:07 [error] 255#255: *2246 open() "/var/www/html/api/profile/avatar" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/profile/avatar HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:07 [error] 255#255: *2247 open() "/var/www/html/api/profile/photo" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/profile/photo HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:08 [error] 255#255: *2248 open() "/var/www/html/api/account/avatar" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/account/avatar HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:09 [error] 255#255: *2249 open() "/var/www/html/api/v1/users/avatar" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/v1/users/avatar HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:09 [error] 255#255: *2251 open() "/var/www/html/api/media" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/media HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:10 [error] 255#255: *2252 open() "/var/www/html/api/media/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/media/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:10 [error] 255#255: *2253 open() "/var/www/html/api/images" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/images HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:11 [error] 255#255: *2254 open() "/var/www/html/api/images/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/images/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:11 [error] 255#255: *2255 open() "/var/www/html/api/photos" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/photos HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:12 [error] 255#255: *2256 open() "/var/www/html/api/gallery/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/gallery/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:13 [error] 255#255: *2257 open() "/var/www/html/api/documents" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/documents HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:13 [error] 255#255: *2258 open() "/var/www/html/api/documents/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/documents/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:14 [error] 255#255: *2259 open() "/var/www/html/api/files" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/files HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:14 [error] 255#255: *2260 open() "/var/www/html/api/attachments" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/attachments HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:15 [error] 255#255: *2261 open() "/var/www/html/api/v1/documents" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/v1/documents HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:15 [error] 255#255: *2262 open() "/var/www/html/api/content/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/content/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:16 [error] 255#255: *2263 open() "/var/www/html/api/assets" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/assets HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:17 [error] 255#255: *2264 open() "/var/www/html/api/assets/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/assets/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:17 [error] 255#255: *2265 open() "/var/www/html/admin/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /admin/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:18 [error] 255#255: *2266 open() "/var/www/html/admin/files" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /admin/files HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:18 [error] 255#255: *2267 open() "/var/www/html/admin/media" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /admin/media HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:19 [error] 255#255: *2268 open() "/var/www/html/api/products/images" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/products/images HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:19 [error] 255#255: *2269 open() "/var/www/html/api/products/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/products/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:20 [error] 255#255: *2270 open() "/var/www/html/api/catalog/images" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/catalog/images HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:21 [error] 255#255: *2271 open() "/var/www/html/api/resources/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/resources/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:21 [error] 255#255: *2272 open() "/var/www/html/api/storage" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/storage HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:22 [error] 255#255: *2273 open() "/var/www/html/api/storage/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/storage/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:22 [error] 255#255: *2274 open() "/var/www/html/api/blob" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/blob HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:23 [error] 255#255: *2275 open() "/var/www/html/api/blob/upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /api/blob/upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:23 [error] 255#255: *2276 open() "/var/www/html/upload/file" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /upload/file HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:24 [error] 255#255: *2277 open() "/var/www/html/upload/image" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /upload/image HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:25 [error] 255#255: *2278 open() "/var/www/html/fileupload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /fileupload HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:38:25 [error] 255#255: *2279 open() "/var/www/html/file-upload" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "POST /file-upload HTTP/1.1", host: "158.247.221.212"
2026/03/14 06:00:20 [error] 255#255: *3289 open() "/var/www/html/SDK/webLanguage" failed (2: No such file or directory), client: 5.61.209.96, server: localhost-nginx-proxy-manager, request: "GET /SDK/webLanguage HTTP/1.1", host: "158.247.221.212:80"
